timestamp;step_count;X;Y;Z;Distance;degree;latitude;longitude;GpsAccuracy;indoor_outdoor_flag;TagName;subtrack;gnss_geom;track;curv_absc;geometry;drift;AirTC_Avg;RH_Avg;WindDir;WS_ms_Avg;SR01Up_1_Avg;SR01Dn_1_Avg;Albedo_1_Avg;IR01UpCo_1_Avg;IR01DnCo_1_Avg;SR01Up_2_Avg;SR01Dn_2_Avg;Albedo_2_Avg;IR01UpCo_2_Avg;IR01DnCo_2_Avg;SR01Up_3_Avg;SR01Dn_3_Avg;Albedo_3_Avg;IR01UpCo_3_Avg;IR01DnCo_3_Avg;Temp_C_Avg(1);Temp_C_Avg(2);sensorFamily;timedelta_in_s;T_mrt;T_mrt_SRUp;T_mrt_SRDn;T_mrt_IRUp;T_mrt_IRDn;T_mrt_SRright;T_mrt_SRleft;T_mrt_SRfront;T_mrt_SRback;T_mrt_IRright;T_mrt_IRleft;T_mrt_IRfront;T_mrt_IRback;T_mrt_SRlat;T_mrt_IRlat;PET;UTCI;lat_cor;lon_cor;epoch;sun_alti;sun_azim
2023-05-11 14:43:20.399;15;-0.46;10.05;-0.0;12.41;284.0;47.207256;-1.557154;14.74;I;;8698267507;POINT (355237.88464246696 6688502.822728058);6.0;0.01568795042720996;POINT (355238.5204706157 6688503.261661934);0.7726191698699924;20.16;42.95;3.0;0.5;3.019;-0.085;-0.028;418.8;420.7;3.119;-1.061;-0.34;418.9;418.5;2.041;-1.427;-0.699;419.9;418.5;19.8;20.1;cr1000x;0.399;20.22776098980978;0.004255754393694608;-0.0029754833512014725;1.2132578790613808;1.2092127229987804;0.023846264493429418;-0.008111858489108241;0.023081716096717986;-0.0006498661372047132;4.438017766870634;4.433779984328862;4.436958321235191;4.457087788308607;0.038166255963834446;17.765843860743296;18.43399999999998;19.53692896340666;47.20726027520091;-1.557145948585237;1683816200;47.362715858777996;210.28286134705763
2023-05-11 14:43:22.592;16;0.17;11.16;-0.0;13.69;279.0;47.20726;-1.557156;20.0;I;;8698267507;POINT (355237.7591327843 6688503.275030198);6.0;0.017256745469930956;POINT (355237.54654228676 6688503.719551809);0.492741496140656;20.07;42.88;1.0;0.56;3.723;-0.226;-0.061;418.8;420.8;4.69;-1.012;-0.216;419.4;418.6;3.007;-1.31;-0.436;420.1;418.8;19.77;20.08;cr1000x;0.592;20.328542916616755;0.00629258020156291;-0.0027413635065006363;1.2182087293440456;1.2144389808361968;0.03598649956752362;-0.00776510395785371;0.028566681852855103;-0.001734104243552311;4.459322504130619;4.4508164049334225;4.452942929732721;4.474208177725715;0.05505397321897269;17.837290016522477;18.23599999999998;19.429169230737603;47.20726388485073;-1.557159142573848;1683816202;47.357362597974515;210.27275268767772
2023-05-11 14:43:24.309;17;0.88;12.26;-0.0;15.0;285.0;47.20726;-1.557156;20.0;I;;8698267507;POINT (355237.7591327843 6688503.275030198);6.0;0.01882554051265195;POINT (355236.57261395775 6688504.177441683);1.4906956137019547;20.07;42.88;353.0;0.52;3.231;-0.297;-0.092;418.5;420.8;6.369;-0.841;-0.132;419.9;418.5;3.715;-1.168;-0.314;420.3;419.1;19.78;20.1;cr1000x;0.309;20.37966135640289;0.007788293409272616;-0.0024486478336555625;1.2210025488635887;1.2175164602158697;0.04895828155766983;-0.006464737759459935;0.024836584662086863;-0.0022830286736737226;4.47274857081928;4.4578358582707045;4.4578358582707045;4.482335314600507;0.06504709978662304;17.870755601961196;18.371999999999968;19.500314401191485;47.207267494499014;-1.5571723365642267;1683816204;47.35317098024642;210.26483946775232
2023-05-11 14:43:26.330;18;1.5;13.42;-0.0;16.32;262.0;47.207267;-1.557166;16.58;I;;8698267507;POINT (355237.0482929487 6688504.094938983);6.0;0.02039433555537295;POINT (355235.5986856288 6688504.635331557);1.5470570497499507;20.07;42.91;0.0;0.55;2.013;-0.016;-0.008;418.0;420.6;7.831;-0.627;-0.08;420.1;418.2;3.97;-0.937;-0.236;420.2;419.1;19.78;20.06;cr1000x;0.33;20.37205437595003;0.008320642774156851;-0.0019638393650843753;1.2203828970455872;1.2171881774198137;0.060180393720289285;-0.004818427641759849;0.01546968874459741;-0.00012295828112943795;4.47367238262523;4.4534391583286626;4.451309345244813;4.478996915334854;0.0707086965419974;17.85741780153356;18.280999999999967;19.458400431886293;47.20727110414581;-1.5571855305563786;1683816206;47.34823678190891;210.25552647811497
2023-05-11 14:43:28.352;19;2.04;14.38;-0.0;17.42;281.0;47.207266;-1.557162;13.8;I;;8698267507;POINT (355237.34416155436 6688503.966581884);6.0;0.021963130598093943;POINT (355234.6247572998 6688505.093221431);2.943548227308055;20.06;42.92;342.0;0.62;0.404;1.162;2.876;417.3;420.8;6.556;-0.748;-0.114;419.7;417.5;3.071;-0.853;-0.278;419.8;418.8;19.76;20.03;cr1000x;0.352;20.246551811881943;0.00640774707697331;-0.001779813825027103;1.2137847403014344;1.2108933998052425;0.0501575044179971;-0.005722668289301682;0.0030908529263073254;0.00889002747616117;4.449483889589989;4.426160409587373;4.4240400932235;4.4611456295912975;0.056415716531163895;17.76083002199216;18.036999999999992;19.30996669062792;47.20727471379109;-1.557198724550298;1683816208;47.343299560702015;210.24621008079535
2023-05-11 14:43:30.237;20;1.96;15.44;-0.0;18.48;184.0;47.207266;-1.557162;13.8;I;;8698267507;POINT (355237.34416155436 6688503.966581884);6.0;0.02353192564081494;POINT (355233.6508289707 6688505.551111304);4.018885300352831;20.05;42.95;357.0;0.31;-0.676;2.582;-3.818;416.5;421.4;3.514;-0.851;-0.242;418.1;417.3;1.816;-1.087;-0.599;418.9;418.0;19.8;19.97;cr1000x;0.237;20.06275665579966;0.003764172373654611;-0.0022531141906181507;1.2031996956452162;1.20061464019981;0.026707106999127265;-0.0064677712169201205;-0.0051377360078002365;0.019623719485414512;4.403306851469655;4.394881485573515;4.386456119677376;4.438061485791228;0.03472531925982141;17.62270594251178;18.984999999999985;19.61641477231027;47.20727832343486;-1.5572119185459898;1683816210;47.33869661381468;210.2375265179584
2023-05-11 14:43:40.066;21;0.9;16.05;-0.0;19.71;191.0;47.207265;-1.557153;15.7;I;602.0;8698267507;POINT (355238.01787476183 6688503.816394036);6.0;0.025100720683535936;POINT (355232.6769006419 6688506.009001179);5.773519778314258;20.12;43.4;5.0;0.63;-1.808;3.81;-2.107;415.4;421.0;-0.609;-0.817;1.342;415.7;416.3;0.498;-1.416;-2.844;417.7;416.7;19.74;19.96;cr1000x;0.066;19.724029643894653;0.0010195206714216096;-0.002898878053680721;1.1849631982765982;1.182126322053767;-0.004571465179286053;-0.006132819460552882;-0.013571771829473209;0.028599806786666442;4.324061301380098;4.330302429070327;4.320940737534984;4.379191262643785;0.004323750317354297;17.354495730629196;17.864999999999984;19.185351924052576;47.20728193307712;-1.5572251125434493;1683816220;47.31468830362227;210.19226661792916
2023-05-11 14:43:42.089;22;-0.19;16.7;-0.0;20.98;182.0;47.207266;-1.557149;18.28;I;;8698267507;POINT (355238.3265574695 6688503.909821904);6.0;0.026185601494829628;POINT (355232.348593165 6688505.341098972);6.146918843582566;20.16;43.35;352.0;0.66;-1.939;2.375;-1.225;415.3;419.9;-0.834;-1.08;1.295;415.2;416.4;0.106;-1.383;-13.0;417.2;416.3;19.63;19.9;cr1000x;0.089;19.592718708948325;0.00021594873215356812;-0.0028175197789470255;1.1777762361568;1.1752354916396832;-0.006229917197411428;-0.008067518672906886;-0.014484183987746712;0.017741071155698014;4.297810503176204;4.310231920815442;4.298845621312808;4.346461055596551;-0.011040548702367018;17.253349100901005;17.772999999999975;19.12072788254064;47.20727575965609;-1.5572289336060454;1683816222;47.30974554574583;210.18295536993057
2023-05-11 14:43:44.058;23;-1.15;17.3;-0.0;22.11;225.0;47.207264;-1.557175;17.12;I;;8698267507;POINT (355236.3489515058 6688503.801557113);6.0;0.027270482306123323;POINT (355232.02028568817 6688504.673196766);4.415552450588534;20.05;43.47;358.0;0.42;-2.086;1.266;-0.607;415.8;419.2;-0.989;-1.313;1.327;414.7;417.6;-0.458;-1.532;3.347;416.6;415.7;19.56;19.79;cr1000x;0.058;19.548089043823154;-0.0009315040247963754;-0.0031158606244280507;1.1741192745735025;1.1715827710998679;-0.007375423788762568;-0.009791639468802075;-0.015556252804204971;0.009441139046080295;4.285469590992116;4.315437909810243;4.296836884336924;4.331972154675416;-0.02328217701568932;17.2297165398147;18.35399999999997;19.364414843376142;47.207269586234915;-1.5572327546677647;1683816224;47.30493425834379;210.17389398970803
2023-05-11 14:43:45.911;24;-2.13;17.96;-0.0;23.29;158.0;47.207263;-1.55718;15.32;I;;8698267507;POINT (355235.9646998367 6688503.712495524);6.0;0.028355363117417015;POINT (355231.6919782115 6688504.00529456);4.282742271267807;20.06;43.51;352.0;0.53;-2.041;0.512;-0.251;415.2;420.0;-0.998;-1.172;1.174;414.2;417.3;-0.747;-1.621;2.171;416.2;415.3;19.52;19.78;cr1000x;-0.08899999999999997;19.497441069447234;-0.0015164000552150448;-0.003290608419683517;1.1707629219565625;1.168231238559732;-0.007428397950089586;-0.00872352945641783;-0.015191743703539925;0.003810961673793455;4.272168849125814;4.304143072767268;4.282483114816605;4.331991590132404;-0.027532709436253886;17.19078662684209;18.002999999999982;19.22166320068994;47.2072634128136;-1.5572365757286069;1683816225;47.30040599421642;210.16536762664427
2023-05-11 14:43:47.835;25;-3.08;18.38;-0.0;24.33;175.0;47.207267;-1.557233;14.96;I;;8698267507;POINT (355231.9851757968 6688504.387474008);6.0;0.029440243928710707;POINT (355231.36367073475 6688503.337392355);1.2202213009529403;20.07;43.65;357.0;0.42;-1.721;-0.265;0.154;415.8;419.3;-1.13;-0.543;0.48;413.9;417.0;-0.936;-1.734;1.853;415.8;414.8;19.45;19.7;cr1000x;-0.16500000000000004;19.459658539256566;-0.00189736520521096;-0.0035149906686279962;1.1679742349769775;1.165165254132877;-0.008398949252411763;-0.004035955260229724;-0.012791674038407651;-0.0019696650901673608;4.263002961701685;4.294931710629627;4.282572194915585;4.318620782414874;-0.027196243641216502;17.15912764966177;18.332999999999977;19.355694920170613;47.207257239392156;-1.5572403967885728;1683816227;47.29570388141254;210.15651595392745
2023-05-11 14:43:49.875;26;-3.82;18.54;-0.0;25.09;179.0;47.207267;-1.557233;14.96;I;;8698267507;POINT (355231.9851757968 6688504.387474008);6.0;0.0305251247400044;POINT (355231.03536325775 6688502.669490147);1.9630619970392005;20.06;43.86;349.0;0.24;-1.79;-0.31;0.173;414.7;419.2;-1.39;-0.164;0.118;413.6;416.2;-1.133;-1.867;1.648;415.5;414.5;19.47;19.68;cr1000x;-0.125;19.361847296725273;-0.0022882177783231303;-0.003770611290493631;1.1628191303574111;1.1600205283589577;-0.010293277384689808;-0.0012144586266828264;-0.013255371596111338;-0.002295623013851684;4.2441732173879485;4.270853223106538;4.255460912115044;4.301637845089526;-0.027058730621335656;17.07212519769906;19.020999999999983;19.483569529368747;47.20725106597055;-1.5572442178476624;1683816229;47.290717829171;210.1471320305728
2023-05-11 14:43:53.015;27;-4.73;18.45;-0.0;26.01;153.0;47.20725;-1.557252;15.36;I;;8698267507;POINT (355230.44044444925 6688502.585260824);6.0;0.031610005551298094;POINT (355230.933462499 6688501.97156078);0.7872067966281818;20.14;44.77;1.0;0.51;-2.313;3.22;-1.392;414.3;421.0;-1.78;-0.964;0.541;413.4;415.2;-1.326;-2.034;1.534;415.9;414.3;19.3;19.66;cr1000x;-0.985;19.419768960587646;-0.0026838873604778414;-0.004116913190959222;1.1664963268972768;1.162008723812315;-0.013210285198128741;-0.00715433423089669;-0.017165949249029092;0.02389725749324413;4.251442972615754;4.269954335341222;4.260698653978488;4.32960205967884;-0.013633311184810395;17.111698021614302;18.093999999999987;19.32726403309375;47.20724474024454;-1.5572450299639222;1683816233;47.28304213380536;210.1326906535686
2023-05-11 14:43:54.632;28;-5.46;17.79;-0.0;26.99;185.0;47.207244;-1.557252;15.68;I;;8698267507;POINT (355230.4020013724 6688501.919906122);6.0;0.03269488636259178;POINT (355231.0763215791 6688501.241170174);0.9567602774366925;20.14;44.77;1.0;0.51;-2.313;3.22;-1.392;414.3;421.0;-1.78;-0.964;0.541;413.4;415.2;-1.326;-2.034;1.534;415.9;414.3;19.3;19.66;cr1000x;0.632;19.419768960587646;-0.0026838873604778414;-0.004116913190959222;1.1664963268972768;1.162008723812315;-0.013210285198128741;-0.00715433423089669;-0.017165949249029092;0.02389725749324413;4.251442972615754;4.269954335341222;4.260698653978488;4.32960205967884;-0.013633311184810395;17.111698021614302;18.093999999999987;19.32726403309375;47.20723824986799;-1.5572425892257327;1683816234;47.279089075886766;210.12525535279786
2023-05-11 14:43:56.435;29;-6.14;17.15;-0.0;27.92;187.0;47.207235;-1.557251;16.83;I;;8698267507;POINT (355230.41990571213 6688500.9175078245);6.0;0.03377976717388548;POINT (355231.2191806591 6688500.510779564);0.8968100790824631;20.15;45.55;14.0;0.51;-2.351;1.181;-0.503;414.4;419.4;-1.907;-1.275;0.669;414.0;415.0;-1.428;-2.126;1.489;416.0;414.5;19.27;19.66;cr1000x;0.435;19.308488357302053;-0.0028781541846254577;-0.004284983050779918;1.1618575195878997;1.157668129493232;-0.01409314666920827;-0.009422528580619058;-0.017374403680812084;0.00872784804212636;4.239662775803923;4.2499035071464455;4.243759068340932;4.29496272505354;-0.03216223088851305;17.028288076344843;18.06499999999998;19.331405328075075;47.20723175949137;-1.5572401484881297;1683816236;47.27468085338072;210.11696565631794
2023-05-11 14:43:57.858;30;-6.59;16.93;-0.0;28.42;233.0;47.207235;-1.557251;16.83;I;;8698267507;POINT (355230.41990571213 6688500.9175078245);6.0;0.03486464798517917;POINT (355231.3620397393 6688499.780388957);1.4767043854910453;20.12;45.99;41.0;0.29;-2.549;0.097;-0.038;414.1;418.3;-1.938;-1.585;0.818;414.3;414.8;-1.355;-2.017;1.489;416.1;414.9;19.28;19.63;cr1000x;-0.14200000000000002;19.21929455423782;-0.0027217247078739626;-0.00405145294153637;1.1581806657015974;1.154840562844491;-0.014273487656201019;-0.011673621225530761;-0.0187735397500807;0.0007144108888810624;4.228291875191773;4.233394810112352;4.226250701223542;4.269115354556405;-0.04400623774293141;16.957052741084073;18.782999999999983;19.530546232316176;47.20722526911467;-1.5572377077511164;1683816237;47.27120144624988;210.11042388614476
2023-05-11 14:43:59.180;31;-6.89;17.04;-0.0;28.74;261.0;47.207235;-1.557251;16.83;I;;8698267507;POINT (355230.41990571213 6688500.9175078245);6.0;0.03594952879647287;POINT (355231.5048988194 6688499.0499983495);2.15981519546179;20.13;46.96;97.0;0.6;-2.702;-0.42;0.155;413.5;417.7;-1.919;-1.812;0.945;414.9;414.5;-1.437;-2.1;1.461;415.7;414.9;19.25;19.67;cr1000x;-0.8200000000000001;19.154253280279306;-0.0028792273044738114;-0.004207639067080727;1.1541782948162547;1.1519571193631561;-0.014098262391588423;-0.013312168553183025;-0.019850706087583072;-0.0030856019825258665;4.22384277099824;4.219770616000893;4.209590228507525;4.25234785597967;-0.05034673901488038;16.90555147148633;17.76499999999998;19.206210154432355;47.20721877873792;-1.5572352670146927;1683816239;47.26796875241947;210.10434698459682
2023-05-11 14:44:10.062;32;-6.83;17.2;-0.0;28.95;294.0;47.207185;-1.557316;21.53;I;;8698267507;POINT (355225.1875603041 6688495.656693686);6.0;0.03703440960776656;POINT (355231.6477578998 6688498.319607745);6.987507728003371;20.02;48.38;184.0;0.11;-2.963;-1.194;0.403;413.2;417.3;-2.208;-2.202;0.998;417.3;414.0;-1.922;-2.523;1.313;417.8;415.7;19.35;19.86;cr1000x;0.062;19.17659492806149;-0.0038543048700854293;-0.005059527152562715;1.1610069254348458;1.1551713233682754;-0.01623540698658254;-0.01619128903281465;-0.021786916169041694;-0.00877947279980958;4.251930820028382;4.218306636692428;4.210155319520075;4.251930820028382;-0.06299308498824846;16.932323596269267;19.76999999999999;19.658033414783702;47.20721228836111;-1.557232826278856;1683816250;47.24135186007396;210.05434889763342
2023-05-11 14:44:15.421;33;-7.32;17.98;-0.0;29.87;296.0;47.207194;-1.557289;15.03;I;;8698267507;POINT (355227.2855889843 6688496.536835596);6.0;0.03811929041906025;POINT (355231.7906169797 6688497.589217136);4.626314315343807;20.12;48.77;;0.03;-2.864;-1.48;0.517;411.9;417.6;-2.039;-2.141;1.05;412.6;413.1;-1.967;-2.552;1.297;415.0;413.4;19.15;19.91;cr1000x;-0.579;18.866448928902628;-0.0038972634075787682;-0.005056337679786993;1.1394025598960225;1.135009682556664;-0.014813035242939197;-0.015554050247735566;-0.02080653895820395;-0.01075198242253556;4.153648560918946;4.158682066203627;4.146601653520392;4.203983613765758;-0.061925606871414275;16.662915894408723;20.497000000000025;19.64416247143167;47.207205797984216;-1.5572303855436107;1683816255;47.22823897800856;210.02974145233566
2023-05-11 14:44:16.924;34;-7.33;18.43;-0.0;30.32;306.0;47.207199;-1.557259;15.22;I;;8698267507;POINT (355229.5846952637 6688496.960309688);6.0;0.03920417123035394;POINT (355231.93347605976 6688496.858826527);2.3509721520810913;20.12;48.77;;0.03;-2.864;-1.48;0.517;411.9;417.6;-2.039;-2.141;1.05;412.6;413.1;-1.967;-2.552;1.297;415.0;413.4;19.15;19.91;cr1000x;0.924;18.866448928902628;-0.0038972634075787682;-0.005056337679786993;1.1394025598960225;1.135009682556664;-0.014813035242939197;-0.015554050247735566;-0.02080653895820395;-0.01075198242253556;4.153648560918946;4.158682066203627;4.146601653520392;4.203983613765758;-0.061925606871414275;16.662915894408723;20.497000000000025;19.64416247143167;47.20719930760724;-1.5572279448089523;1683816256;47.22456075366502;210.02284181806806
2023-05-11 14:44:31.489;35;-7.44;19.31;-0.0;31.22;247.0;47.207207;-1.557298;11.24;I;603.0;8698267507;POINT (355226.6887620653 6688498.017733987);6.0;0.040289052041647636;POINT (355232.0763351399 6688496.128435921);5.709237323697974;20.01;49.48;346.0;0.36;-2.437;-1.547;0.635;410.2;415.7;-1.562;-2.03;1.3;411.3;410.2;-1.071;-2.487;2.322;414.3;412.2;18.64;19.54;cr1000x;-0.511;18.576002706818258;-0.002097662762572808;-0.0048710432217727116;1.124436217230755;1.1187366853548568;-0.011217566631349516;-0.014578527696312108;-0.01750141477631163;-0.01110984352029302;4.0930781057342545;4.082131385782133;4.082131385782133;4.136864985542742;-0.05440735262426628;16.394205862841265;18.196999999999985;19.348750300488337;47.20719281723022;-1.557225504074883;1683816271;47.188902974744884;209.95601976479554
