     TIME STAMP	STEP COUNT	     X	     Y	     Z	  Distance	    degree	    latitude	   longitude	    GpsAccuracy	 indoor_outdoor_flag	   TagName

   15:29:05.207	        3	 -0,22	  0,55	 -0,00	      1,23	     19,00	   47,207062	   -1,557269	          22,30	                   I	       511
   15:29:07.333	        4	 -0,46	  1,49	 -0,00	      2,19	     33,00	   47,207046	   -1,557251	          22,26	                   I	          
   15:29:09.200	        5	 -0,58	  2,59	 -0,00	      3,30	     55,00	   47,207046	   -1,557251	          22,26	                   I	          
   15:29:11.406	        6	 -0,80	  3,84	 -0,00	      4,57	     65,00	   47,207046	   -1,557210	          19,43	                   I	          
   15:29:13.579	        7	 -0,98	  5,01	 -0,00	      5,75	     72,00	   47,207046	   -1,557210	          19,43	                   I	          
   15:29:15.146	        8	 -0,50	  6,11	 -0,00	      6,95	     88,00	   47,207046	   -1,557210	          19,43	                   I	          
   15:29:17.269	        9	  0,43	  6,70	 -0,00	      8,05	     94,00	   47,207054	   -1,557207	          24,05	                   I	          
   15:29:19.161	       10	  1,52	  7,06	 -0,00	      9,20	     92,00	   47,207054	   -1,557207	          24,05	                   I	          
   15:29:20.860	       11	  2,70	  7,34	 -0,00	     10,42	     85,00	   47,207101	   -1,557159	          27,95	                   I	          
   15:29:22.888	       12	  3,95	  7,62	 -0,00	     11,69	     90,00	   47,207101	   -1,557159	          27,95	                   I	          
   15:29:24.600	       13	  5,18	  7,81	 -0,00	     12,94	     92,00	   47,207101	   -1,557159	          27,95	                   I	          
   15:29:26.800	       14	  6,45	  7,91	 -0,00	     14,21	    102,00	   47,207036	   -1,557085	          23,26	                   I	          
   15:29:28.551	       15	  7,57	  7,78	 -0,00	     15,34	    120,00	   47,207036	   -1,557085	          23,26	                   I	          
   15:29:31.113	       16	  8,50	  7,29	 -0,00	     16,39	    133,00	   47,206964	   -1,556877	          20,34	                   I	          
   15:29:33.165	       17	  9,34	  6,83	 -0,00	     17,35	    145,00	   47,206960	   -1,556806	          24,96	                   I	          
   15:29:40.438	       18	 10,23	  6,29	 -0,00	     18,41	    140,00	   47,206892	   -1,556618	          14,18	                   I	       512
   15:29:42.504	       19	 10,68	  5,40	 -0,00	     19,41	    164,00	   47,206889	   -1,556648	          12,61	                   I	          
   15:29:44.626	       20	 10,81	  4,26	 -0,00	     20,56	    169,00	   47,206880	   -1,556667	          12,00	                   I	          
   15:29:46.650	       21	 10,91	  3,02	 -0,00	     21,80	    155,00	   47,206875	   -1,556686	          12,00	                   I	          
   15:29:48.853	       22	 11,14	  1,89	 -0,00	     22,95	    158,00	   47,206869	   -1,556702	          12,00	                   I	          
   15:29:50.847	       23	 11,30	  0,78	 -0,00	     24,07	    154,00	   47,206865	   -1,556719	          11,69	                   I	          
   15:29:52.767	       24	 11,54	 -0,39	 -0,00	     25,27	    158,00	   47,206861	   -1,556738	          10,13	                   I	          
   15:29:54.755	       25	 11,80	 -1,54	 -0,00	     26,44	    161,00	   47,206847	   -1,556759	           8,80	                   I	          
   15:29:56.723	       26	 11,90	 -2,74	 -0,00	     27,66	    162,00	   47,206820	   -1,556769	           8,00	                   I	          
   15:29:58.713	       27	 12,09	 -3,92	 -0,00	     28,85	    160,00	   47,206801	   -1,556775	           8,00	                   I	          
   15:30:00.648	       28	 12,35	 -5,01	 -0,00	     29,97	    163,00	   47,206780	   -1,556784	           8,00	                   I	          
   15:30:02.589	       29	 12,47	 -6,19	 -0,00	     31,15	    163,00	   47,206766	   -1,556790	           8,02	                   I	          
   15:30:04.610	       30	 12,69	 -7,41	 -0,00	     32,40	    161,00	   47,206761	   -1,556793	           8,02	                   I	          
   15:30:06.628	       31	 12,80	 -8,47	 -0,00	     33,46	    179,00	   47,206757	   -1,556788	           8,07	                   I	          
   15:30:08.747	       32	 12,97	 -9,64	 -0,00	     34,64	    167,00	   47,206757	   -1,556796	           8,07	                   I	          
   15:30:10.737	       33	 13,22	-10,83	 -0,00	     35,85	    161,00	   47,206755	   -1,556811	           8,07	                   I	          
   15:30:12.757	       34	 13,43	-12,03	 -0,00	     37,08	    162,00	   47,206748	   -1,556815	           8,11	                   I	          
   15:30:14.898	       35	 13,57	-13,10	 -0,00	     38,15	    161,00	   47,206738	   -1,556820	           8,11	                   I	          
   15:30:16.882	       36	 13,74	-14,16	 -0,00	     39,23	    164,00	   47,206773	   -1,556832	           8,18	                   I	          
   15:30:18.950	       37	 13,87	-15,32	 -0,00	     40,40	    161,00	   47,206783	   -1,556836	           8,39	                   I	          
   15:30:21.076	       38	 14,09	-16,32	 -0,00	     41,41	    161,00	   47,206781	   -1,556830	           8,74	                   I	          
   15:30:23.219	       39	 14,12	-17,27	 -0,00	     42,37	    165,00	   47,206769	   -1,556823	           8,55	                   I	          
   15:30:32.676	       40	 14,40	-17,33	 -0,00	     42,68	    213,00	   47,206707	   -1,556808	           6,68	                   I	       513
   15:30:34.350	       41	 14,27	-17,88	  0,09	     43,25	    229,00	   47,206710	   -1,556812	           6,80	                   I	          
   15:30:37.134	       42	 13,15	-17,87	  0,09	     44,44	    240,00	   47,206728	   -1,556822	           6,72	                   I	          
   15:30:39.477	       43	 11,91	-18,11	  0,09	     45,70	    254,00	   47,206734	   -1,556827	           6,62	                   I	          
   15:30:41.189	       44	 10,62	-18,15	  0,09	     46,99	    262,00	   47,206736	   -1,556832	           6,63	                   I	          
   15:30:42.849	       45	  9,38	-18,24	  0,09	     48,24	    263,00	   47,206739	   -1,556835	           6,81	                   I	          
   15:30:44.970	       46	  8,18	-18,09	  0,09	     49,45	    270,00	   47,206739	   -1,556838	           7,16	                   I	          
   15:30:47.039	       47	  7,02	-17,81	  0,09	     50,64	    262,00	   47,206744	   -1,556841	           7,60	                   I	          
   15:30:49.146	       48	  5,85	-17,28	  0,09	     51,92	    281,00	   47,206753	   -1,556841	           7,79	                   I	          
   15:30:50.957	       49	  4,72	-16,79	  0,09	     53,15	    286,00	   47,206751	   -1,556840	           8,16	                   I	          
   15:30:52.753	       50	  3,52	-16,40	  0,09	     54,42	    282,00	   47,206665	   -1,556849	           8,52	                   I	          
   15:30:54.990	       51	  2,42	-15,87	  0,09	     55,64	    294,00	   47,206642	   -1,556866	           8,45	                   I	          
   15:30:56.711	       52	  1,36	-15,21	  0,09	     56,89	    304,00	   47,206632	   -1,556887	           8,55	                   I	          
   15:30:58.736	       53	  0,23	-14,79	  0,09	     58,09	    295,00	   47,206619	   -1,556912	           8,55	                   I	          
   15:31:01.038	       54	 -0,77	-14,25	  0,09	     59,23	    338,00	   47,206603	   -1,556937	           8,55	                   I	          
   15:31:02.782	       55	 -1,53	-13,37	  0,09	     60,39	     31,00	   47,206594	   -1,556948	           8,54	                   I	          
   15:31:04.918	       56	 -1,92	-12,28	  0,09	     61,55	     58,00	   47,206578	   -1,556969	           8,58	                   I	          
   15:31:06.754	       57	 -2,02	-11,16	  0,17	     62,67	      6,00	   47,206537	   -1,557061	           8,52	                   I	          
   15:31:08.825	       58	 -2,20	 -9,98	  0,17	     63,87	     28,00	   47,206522	   -1,557098	           8,56	                   I	          
   15:31:10.708	       59	 -2,31	 -8,77	  0,17	     65,09	     58,00	   47,206522	   -1,557098	           8,56	                   I	          
   15:31:12.969	       60	 -2,36	 -7,56	  0,17	     66,30	     30,00	   47,206681	   -1,556975	           8,59	                   I	          
   15:31:14.709	       61	 -2,46	 -6,31	  0,17	     67,56	     25,00	   47,206723	   -1,556945	           9,10	                   I	          
   15:31:16.692	       62	 -2,52	 -5,16	  0,17	     68,71	     79,00	   47,206785	   -1,556904	          10,41	                   I	          
   15:31:18.548	       63	 -2,69	 -4,05	  0,17	     69,83	     59,00	   47,206795	   -1,556905	          10,56	                   I	          
   15:31:20.971	       64	 -2,86	 -2,86	  0,17	     71,03	     43,00	   47,206800	   -1,556914	          10,91	                   I	          
   15:31:22.352	       65	 -3,04	 -1,64	  0,17	     72,26	     39,00	   47,206798	   -1,556914	          11,17	                   I	          
   15:31:24.428	       66	 -3,03	 -0,52	  0,17	     73,39	     26,00	   47,206875	   -1,557027	          13,27	                   I	          
   15:31:26.498	       67	 -3,10	  0,69	  0,17	     74,60	     14,00	   47,206814	   -1,556943	          14,07	                   I	          
   15:31:28.202	       68	 -3,21	  1,89	  0,17	     75,81	      1,00	   47,206803	   -1,556925	          13,17	                   I	          
   15:31:30.323	       69	 -3,34	  3,17	  0,17	     77,09	    343,00	   47,206806	   -1,556925	          13,35	                   I	          
   15:31:31.943	       70	 -3,40	  4,45	  0,17	     78,37	    331,00	   47,206808	   -1,556927	          13,54	                   I	          
   15:31:33.835	       71	 -3,42	  5,70	  0,17	     79,63	    347,00	   47,206823	   -1,556936	          13,81	                   I	          
   15:31:35.757	       72	 -3,47	  6,87	  0,17	     80,80	      8,00	   47,206843	   -1,556946	          14,37	                   I	          
   15:31:37.703	       73	 -3,39	  8,13	  0,17	     82,05	     10,00	   47,206874	   -1,556942	          14,37	                   I	          
   15:31:39.604	       74	 -3,46	  9,22	  0,17	     83,15	      8,00	   47,206890	   -1,556939	          14,02	                   I	          
   15:31:41.759	       75	 -3,50	 10,36	  0,17	     84,29	     21,00	   47,206907	   -1,556953	          13,47	                   I	          
   15:31:43.246	       76	 -3,55	 11,65	  0,17	     85,58	     46,00	   47,206924	   -1,556973	          13,36	                   I	          
   15:31:45.315	       77	 -3,53	 12,96	  0,17	     86,89	     50,00	   47,206940	   -1,556993	          13,14	                   I	          
   15:31:47.114	       78	 -3,53	 14,18	  0,17	     88,11	     28,00	   47,206940	   -1,556995	          13,00	                   I	          
   15:31:49.274	       79	 -3,61	 15,47	  0,17	     89,40	     19,00	   47,206966	   -1,557032	          12,80	                   I	          
   15:31:50.942	       80	 -3,52	 16,69	  0,17	     90,63	     25,00	   47,206976	   -1,557045	          12,60	                   I	          
   15:31:53.183	       81	 -3,51	 18,07	  0,17	     92,00	     25,00	   47,206998	   -1,557080	          12,73	                   I	          
   15:31:55.021	       82	 -3,46	 19,36	  0,17	     93,29	     13,00	   47,207009	   -1,557098	          13,06	                   I	          
   15:31:57.008	       83	 -3,40	 20,41	  0,17	     94,35	     11,00	   47,207013	   -1,557102	          13,65	                   I	          
   15:31:58.946	       84	 -3,69	 21,41	  0,17	     95,39	    302,00	   47,207027	   -1,557151	          13,79	                   I	          
   15:32:07.686	       85	 -4,60	 22,04	  0,17	     96,51	    241,00	   47,207037	   -1,557253	          10,51	                   I	       514
   15:32:09.923	       86	 -5,84	 22,07	  0,17	     97,74	    239,00	   47,207037	   -1,557263	          10,31	                   I	          
   15:32:11.776	       87	 -7,06	 22,08	  0,17	     98,96	    247,00	   47,207034	   -1,557264	          10,17	                   I	          
   15:32:13.701	       88	 -8,18	 22,10	  0,17	    100,09	    243,00	   47,207038	   -1,557289	          10,40	                   I	          
   15:32:15.948	       89	 -9,40	 22,16	  0,17	    101,31	    240,00	   47,207038	   -1,557296	          10,61	                   I	          
   15:32:17.886	       90	-10,58	 22,17	  0,17	    102,50	    241,00	   47,207040	   -1,557304	          10,65	                   I	          
   15:32:19.826	       91	-11,79	 22,14	  0,17	    103,71	    255,00	   47,207040	   -1,557307	          10,65	                   I	          
   15:32:21.947	       92	-12,91	 22,26	  0,17	    104,83	    257,00	   47,207038	   -1,557309	          10,78	                   I	          
   15:32:24.018	       93	-14,00	 22,32	  0,17	    105,93	    255,00	   47,207040	   -1,557318	          11,06	                   I	          
   15:32:25.782	       94	-15,13	 22,42	  0,17	    107,05	    252,00	   47,207039	   -1,557321	          11,39	                   I	          
   15:32:27.872	       95	-15,87	 22,54	  0,17	    107,80	    248,00	   47,207037	   -1,557322	          11,52	                   I	          
   15:32:37.462	       96	-16,90	 22,55	  0,17	    108,85	    260,00	   47,207025	   -1,557308	          12,28	                   I	       515
   15:32:39.490	       97	-17,99	 23,07	  0,17	    110,06	    311,00	   47,207023	   -1,557304	          12,33	                   I	          
   15:32:41.610	       98	-18,75	 24,00	  0,17	    111,26	    332,00	   47,207020	   -1,557299	          12,42	                   I	          
   15:32:43.815	       99	-19,27	 25,19	  0,17	    112,56	    349,00	   47,207027	   -1,557313	          12,63	                   I	          
   15:32:45.470	      100	-19,52	 26,29	  0,17	    113,68	    355,00	   47,207028	   -1,557317	          12,74	                   I	          
   15:32:47.586	      101	-19,81	 27,34	  0,17	    114,78	      3,00	   47,207028	   -1,557330	          13,14	                   I	          
   15:32:49.441	      102	-19,87	 28,53	  0,17	    115,96	     14,00	   47,207029	   -1,557343	          13,82	                   I	          
   15:32:51.819	      103	-19,97	 29,63	  0,17	    117,07	     42,00	   47,207032	   -1,557360	          14,47	                   I	          
   15:32:53.985	      104	-20,06	 30,77	  0,17	    118,22	     35,00	   47,207092	   -1,557433	          15,61	                   I	          
   15:32:56.038	      105	-20,06	 31,91	  0,17	    119,36	     46,00	   47,207145	   -1,557491	          14,50	                   I	          
