     TIME STAMP	STEP COUNT	     X	     Y	     Z	  Distance	    degree	    latitude	   longitude	    GpsAccuracy	 indoor_outdoor_flag	   TagName

   15:02:58.159	        0	  0,00	  0,00	 -0,00	      0,00	    268,00	   47,207009	   -1,556897	          16,34	                   I	          
   15:02:59.194	        1	 -0,36	  0,04	 -0,00	      0,36	    224,00	   47,207010	   -1,556886	          16,47	                   I	          
   15:03:00.180	        2	  0,01	  0,02	 -0,00	      0,73	    304,00	   47,207010	   -1,556880	          16,55	                   I	          
   15:03:01.176	        3	 -0,37	 -0,02	 -0,00	      1,11	    190,00	   47,207010	   -1,556877	          16,75	                   I	          
   15:03:02.494	        4	 -0,46	 -0,32	 -0,00	      1,42	    125,00	   47,207005	   -1,556864	          16,65	                   I	          
   15:04:17.239	        5	 -1,14	  0,30	 -0,00	      2,40	    183,00	   47,206995	   -1,556780	           5,40	                   I	       501
   15:04:19.400	        6	 -1,94	  1,07	 -0,00	      3,50	    242,00	   47,206990	   -1,556768	           4,05	                   I	          
   15:04:21.190	        7	 -2,68	  1,82	 -0,00	      4,56	    224,00	   47,206986	   -1,556766	           4,05	                   I	          
   15:04:22.893	        8	 -3,42	  2,64	 -0,00	      5,66	    242,00	   47,206978	   -1,556762	           4,05	                   I	          
   15:04:25.150	        9	 -4,02	  3,24	  0,08	      6,51	    237,00	   47,206967	   -1,556761	           4,06	                   I	          
   15:04:26.783	       10	 -4,81	  4,13	  0,08	      7,71	    229,00	   47,206957	   -1,556761	           4,06	                   I	          
   15:04:28.886	       11	 -5,55	  5,02	  0,08	      8,86	    238,00	   47,206948	   -1,556757	           4,06	                   I	          
   15:04:30.762	       12	 -6,37	  5,68	  0,08	      9,91	    201,00	   47,206941	   -1,556755	           4,06	                   I	          
   15:04:32.576	       13	 -6,77	  6,59	  0,08	     10,91	    310,00	   47,206937	   -1,556752	           4,07	                   I	          
   15:04:34.605	       14	 -6,28	  7,43	  0,08	     11,87	    257,00	   47,206937	   -1,556764	           4,07	                   I	          
   15:04:36.317	       15	 -5,44	  8,19	  0,08	     13,01	    275,00	   47,206934	   -1,556782	           4,08	                   I	          
   15:04:37.942	       16	 -4,56	  9,07	  0,08	     14,24	    208,00	   47,206934	   -1,556798	           4,07	                   I	          
   15:04:39.772	       17	 -3,65	  9,76	  0,08	     15,39	    224,00	   47,206950	   -1,556796	           4,06	                   I	          
   15:04:41.545	       18	 -2,74	 10,54	  0,08	     16,59	    341,00	   47,206963	   -1,556784	           4,06	                   I	          
   15:04:43.386	       19	 -2,50	 11,74	  0,08	     17,82	    112,00	   47,206968	   -1,556771	           4,94	                   I	          
   15:04:44.820	       20	 -3,19	 12,68	  0,08	     18,97	    126,00	   47,206970	   -1,556770	           5,17	                   I	          
   15:04:46.722	       21	 -4,08	 13,61	  0,08	     20,26	    143,00	   47,206974	   -1,556768	           5,81	                   I	          
   15:04:48.271	       22	 -4,75	 14,40	  0,08	     21,30	    143,00	   47,206973	   -1,556769	           6,07	                   I	          
   15:04:50.528	       23	 -5,60	 15,44	  0,00	     22,65	    177,00	   47,206986	   -1,556777	           6,08	                   I	          
   15:04:52.330	       24	 -6,22	 16,06	  0,00	     23,53	    168,00	   47,206988	   -1,556782	           6,08	                   I	          
   15:04:54.267	       25	 -7,47	 16,56	 -0,07	     24,87	    122,00	   47,206984	   -1,556784	           6,07	                   I	          
   15:04:56.398	       26	 -8,62	 17,20	 -0,07	     26,19	    116,00	   47,206981	   -1,556772	           6,06	                   I	          
   15:05:10.131	       27	 -9,12	 17,55	 -0,07	     26,80	    107,00	   47,206997	   -1,556746	           6,09	                   I	       502
   15:05:12.040	       28	 -9,95	 18,41	 -0,07	     27,99	    134,00	   47,206990	   -1,556756	           6,09	                   I	          
   15:05:13.847	       29	-10,65	 19,35	 -0,07	     29,17	    136,00	   47,206973	   -1,556775	           6,08	                   I	          
   15:05:15.421	       30	-11,35	 20,44	 -0,07	     30,46	    143,00	   47,206949	   -1,556788	           6,08	                   I	          
   15:05:17.624	       31	-12,03	 21,54	 -0,07	     31,76	    176,00	   47,206909	   -1,556802	           6,05	                   I	          
   15:05:19.103	       32	-12,60	 22,59	 -0,07	     32,96	    206,00	   47,206889	   -1,556813	           6,06	                   I	          
   15:05:20.873	       33	-13,34	 23,62	 -0,07	     34,22	    182,00	   47,206856	   -1,556842	           6,07	                   I	          
   15:05:22.841	       34	-14,03	 24,59	 -0,07	     35,41	    142,00	   47,206782	   -1,556871	           6,11	                   I	          
   15:05:24.476	       35	-14,43	 25,16	 -0,07	     36,11	    157,00	   47,206736	   -1,556892	           6,10	                   I	          
   15:05:45.746	       36	-14,54	 25,15	  0,21	     36,43	    168,00	   47,206648	   -1,556938	           4,09	                   I	       503
   15:05:48.315	       37	-14,31	 25,00	 -0,01	     36,78	    152,00	   47,206647	   -1,556937	           4,08	                   I	          
   15:05:55.477	       38	-14,69	 25,30	 -0,01	     37,27	     70,00	   47,206645	   -1,556935	           4,12	                   I	          
   15:05:58.484	       39	-14,91	 25,55	 -0,01	     37,62	     53,00	   47,206712	   -1,556938	           5,95	                   I	          
   15:06:00.550	       40	-15,00	 25,60	  0,29	     37,94	    161,00	   47,206713	   -1,556935	           6,50	                   I	          
   15:06:03.655	       41	-14,98	 25,57	  0,16	     38,09	    166,00	   47,206706	   -1,556937	           6,44	                   I	          
   15:06:07.887	       42	-15,61	 26,48	  0,16	     39,21	    198,00	   47,206694	   -1,556942	           6,14	                   I	          
   15:06:09.599	       43	-16,18	 27,35	  0,23	     40,25	    166,00	   47,206697	   -1,556942	           6,08	                   I	          
   15:06:11.804	       44	-16,82	 28,41	  0,23	     41,49	    144,00	   47,206658	   -1,556955	           5,79	                   I	          
   15:06:13.481	       45	-17,52	 29,54	  0,23	     42,81	    152,00	   47,206646	   -1,556953	           5,49	                   I	          
   15:06:15.225	       46	-18,45	 30,60	  0,23	     44,23	    110,00	   47,206670	   -1,556946	           6,45	                   I	          
   15:06:16.845	       47	-19,39	 31,68	  0,23	     45,66	    163,00	   47,206664	   -1,556945	           6,72	                   I	          
