     TIME STAMP	STEP COUNT	     X	     Y	     Z	  Distance	    degree	    latitude	   longitude	    GpsAccuracy	 indoor_outdoor_flag	   TagName

   11:13:16.721	        0	  0,12	  0,35	  0,09	      0,38	    275,00	   47,206803	   -1,559868	           5,11	                   I	          
   11:13:16.724	        1	  0,12	  0,35	  0,09	      0,38	    275,00	   47,206803	   -1,559868	           5,11	                   I	          
   11:13:17.685	        2	 -0,23	  0,32	  0,09	      0,73	    246,00	   47,206803	   -1,559868	           4,00	                   I	          
   11:13:18.726	        3	 -0,07	  0,32	  0,09	      0,90	    245,00	   47,206802	   -1,559867	           4,00	                   I	          
   11:13:32.152	        4	 -0,49	  1,03	  0,09	      1,73	    238,00	   47,206802	   -1,559874	           4,00	                   I	       305
   11:13:34.947	        5	 -1,23	  1,72	  0,09	      2,73	    209,00	   47,206798	   -1,559887	           4,00	                   I	          
   11:13:36.967	        6	 -2,31	  2,30	  0,09	      3,97	    239,00	   47,206797	   -1,559903	           4,00	                   I	          
   11:13:38.952	        7	 -3,40	  2,73	  0,09	      5,13	    227,00	   47,206790	   -1,559910	           4,00	                   I	          
   11:13:40.919	        8	 -4,72	  2,97	  0,09	      6,47	    211,00	   47,206775	   -1,559917	           4,00	                   I	          
   11:13:42.825	        9	 -6,06	  3,03	  0,09	      7,81	    211,00	   47,206776	   -1,559896	           5,27	                   I	          
   11:13:44.865	       10	 -7,30	  3,18	  0,09	      9,07	    226,00	   47,206790	   -1,559852	           7,07	                   I	          
   11:13:46.683	       11	 -8,53	  3,30	  0,09	     10,30	    220,00	   47,206793	   -1,559826	           9,85	                   I	          
   11:13:48.204	       12	 -9,88	  3,42	  0,09	     11,65	    206,00	   47,206791	   -1,559827	           9,53	                   I	          
   11:13:49.957	       13	-11,23	  3,43	  0,09	     13,00	    205,00	   47,206788	   -1,559827	           8,45	                   I	          
   11:13:51.728	       14	-12,60	  3,35	  0,09	     14,38	    197,00	   47,206780	   -1,559811	           8,02	                   I	          
   11:13:53.616	       15	-14,01	  3,25	  0,09	     15,79	    200,00	   47,206664	   -1,559826	           8,54	                   I	          
   11:13:55.105	       16	-15,45	  3,20	  0,09	     17,24	    189,00	   47,206638	   -1,559842	           6,89	                   I	          
   11:13:56.856	       17	-16,80	  3,24	  0,09	     18,58	    197,00	   47,206622	   -1,559859	           5,77	                   I	          
   11:13:58.698	       18	-18,19	  3,38	  0,09	     19,98	    199,00	   47,206609	   -1,559869	           4,08	                   I	          
   11:14:00.724	       19	-19,54	  3,54	  0,09	     21,34	    203,00	   47,206599	   -1,559870	           4,61	                   I	          
   11:14:02.348	       20	-20,79	  3,72	  0,09	     22,60	    207,00	   47,206596	   -1,559867	           4,90	                   I	          
   11:14:04.588	       21	-22,13	  3,82	  0,09	     23,95	    210,00	   47,206588	   -1,559868	           5,49	                   I	          
   11:14:06.564	       22	-23,50	  3,88	  0,09	     25,32	    205,00	   47,206584	   -1,559857	           5,42	                   I	          
   11:14:08.204	       23	-24,84	  3,89	  0,09	     26,65	    193,00	   47,206583	   -1,559852	           5,26	                   I	          
   11:14:09.668	       24	-26,18	  4,02	  0,09	     28,01	    193,00	   47,206576	   -1,559846	           4,95	                   I	          
   11:14:12.026	       25	-27,58	  4,25	  0,09	     29,42	    177,00	   47,206567	   -1,559844	           4,84	                   I	          
   11:14:13.712	       26	-28,90	  4,31	  0,09	     30,75	    184,00	   47,206549	   -1,559846	           4,89	                   I	          
   11:14:15.567	       27	-30,17	  4,53	  0,09	     32,04	    197,00	   47,206532	   -1,559847	           5,02	                   I	          
   11:14:17.404	       28	-31,58	  4,56	  0,09	     33,44	    189,00	   47,206518	   -1,559848	           5,32	                   I	          
   11:14:18.942	       29	-32,78	  4,61	  0,09	     34,64	    314,00	   47,206512	   -1,559852	           5,61	                   I	          
   11:14:21.062	       30	-34,08	  4,71	  0,09	     35,94	     56,00	   47,206507	   -1,559854	           5,95	                   I	          
   11:14:22.874	       31	-35,10	  4,78	  0,17	     36,98	    107,00	   47,206509	   -1,559838	           6,17	                   I	          
   11:14:25.024	       32	-36,53	  4,94	  0,09	     38,42	    101,00	   47,206514	   -1,559832	           5,65	                   I	          
   11:14:26.816	       33	-37,87	  5,09	  0,09	     39,76	     15,00	   47,206512	   -1,559826	           5,03	                   I	          
   11:14:28.751	       34	-39,23	  5,41	  0,09	     41,16	     39,00	   47,206503	   -1,559820	           4,52	                   I	          
   11:14:30.603	       35	-40,49	  5,76	  0,09	     42,47	      6,00	   47,206495	   -1,559817	           4,37	                   I	          
   11:14:32.310	       36	-41,84	  6,07	  0,09	     43,85	    244,00	   47,206490	   -1,559816	           4,34	                   I	          
