     TIME STAMP	STEP COUNT	     X	     Y	     Z	  Distance	    degree	    latitude	   longitude	    GpsAccuracy	 indoor_outdoor_flag	   TagName

   14:20:05.134	        0	  0,28	 -0,20	 -0,00	      0,34	    201,00	   47,208132	   -1,560567	           4,00	                   I	          
   14:20:05.136	        1	  0,28	 -0,20	 -0,00	      0,34	    201,00	   47,208132	   -1,560567	           4,00	                   I	          
   14:20:06.420	        2	  0,08	  0,02	 -0,00	      0,64	    257,00	   47,208128	   -1,560566	           4,00	                   I	          
   14:20:07.403	        3	  0,07	 -0,20	 -0,00	      0,87	    263,00	   47,208128	   -1,560566	           4,00	                   I	          
   14:20:30.509	        4	  0,36	  0,11	 -0,00	      1,31	    193,00	   47,208132	   -1,560537	           4,40	                   I	       401
   14:20:32.849	        5	  1,34	  0,85	 -0,00	      2,54	    211,00	   47,208134	   -1,560523	           4,40	                   I	          
   14:20:34.653	        6	  2,47	  1,53	 -0,00	      3,86	    211,00	   47,208134	   -1,560500	           4,40	                   I	          
   14:20:36.356	        7	  3,56	  2,22	 -0,00	      5,16	    204,00	   47,208133	   -1,560493	           4,28	                   I	          
   14:20:38.108	        8	  4,62	  2,98	 -0,00	      6,45	    207,00	   47,208130	   -1,560470	           4,00	                   I	          
   14:20:39.825	        9	  5,68	  3,66	 -0,00	      7,72	    198,00	   47,208128	   -1,560448	           4,00	                   I	          
   14:20:41.626	       10	  6,75	  4,33	 -0,00	      8,98	    205,00	   47,208125	   -1,560427	           4,22	                   I	          
   14:20:43.330	       11	  7,46	  4,91	 -0,00	      9,90	    197,00	   47,208124	   -1,560423	           4,67	                   I	          
   14:20:44.951	       12	  8,57	  5,59	 -0,00	     11,20	    193,00	   47,208122	   -1,560424	           4,76	                   I	          
   14:20:46.804	       13	  9,71	  6,32	 -0,00	     12,55	    196,00	   47,208112	   -1,560408	           5,21	                   I	          
   14:20:48.500	       14	 10,81	  7,09	 -0,00	     13,89	    190,00	   47,208104	   -1,560384	           4,83	                   I	          
   14:20:49.902	       15	 11,97	  7,83	 -0,00	     15,27	    184,00	   47,208100	   -1,560370	           4,84	                   I	          
   14:20:51.842	       16	 12,96	  8,58	 -0,00	     16,51	    189,00	   47,208093	   -1,560341	           4,64	                   I	          
   14:20:53.507	       17	 14,04	  9,26	 -0,00	     17,79	    190,00	   47,208096	   -1,560316	           4,30	                   I	          
   14:20:55.489	       18	 15,17	 10,02	 -0,00	     19,15	    196,00	   47,208096	   -1,560296	           4,01	                   I	          
   14:20:56.965	       19	 16,24	 10,75	 -0,00	     20,45	    189,00	   47,208094	   -1,560283	           3,99	                   I	          
   14:20:58.683	       20	 17,29	 11,44	 -0,00	     21,70	    196,00	   47,208090	   -1,560262	           4,00	                   I	          
   14:21:00.569	       21	 18,38	 12,25	 -0,00	     23,06	    187,00	   47,208086	   -1,560243	           4,00	                   I	          
   14:21:02.188	       22	 19,49	 13,01	 -0,00	     24,41	    194,00	   47,208084	   -1,560230	           4,00	                   I	          
   14:21:03.941	       23	 20,65	 13,73	 -0,00	     25,77	    191,00	   47,208080	   -1,560207	           4,00	                   I	          
   14:21:05.601	       24	 21,73	 14,51	 -0,00	     27,10	    188,00	   47,208077	   -1,560186	           4,00	                   I	          
   14:21:07.315	       25	 22,81	 15,30	 -0,00	     28,45	    184,00	   47,208075	   -1,560174	           4,00	                   I	          
   14:21:08.985	       26	 23,85	 16,03	 -0,00	     29,71	    186,00	   47,208072	   -1,560152	           4,00	                   I	          
   14:21:10.868	       27	 24,86	 16,71	 -0,00	     30,93	    181,00	   47,208069	   -1,560128	           4,00	                   I	          
   14:21:12.535	       28	 25,95	 17,49	 -0,00	     32,27	    187,00	   47,208061	   -1,560106	           4,00	                   I	          
   14:21:14.372	       29	 26,90	 18,14	 -0,00	     33,42	    187,00	   47,208057	   -1,560097	           4,00	                   I	          
   14:21:16.224	       30	 27,97	 18,89	 -0,00	     34,72	    188,00	   47,208051	   -1,560079	           4,73	                   I	          
   14:21:17.945	       31	 28,92	 19,56	 -0,00	     35,89	    191,00	   47,208049	   -1,560058	           4,73	                   I	          
   14:21:19.644	       32	 29,97	 20,30	 -0,00	     37,18	    187,00	   47,208044	   -1,560040	           4,00	                   I	          
   14:21:21.398	       33	 30,95	 21,05	 -0,00	     38,41	    186,00	   47,208042	   -1,560033	           4,00	                   I	          
   14:21:23.206	       34	 32,04	 21,85	 -0,00	     39,77	    184,00	   47,208037	   -1,560017	           4,00	                   I	          
   14:21:24.823	       35	 33,07	 22,67	 -0,00	     41,08	    190,00	   47,208033	   -1,560002	           4,00	                   I	          
   14:21:26.575	       36	 34,18	 23,36	 -0,00	     42,38	    197,00	   47,208026	   -1,559988	           4,00	                   I	          
   14:21:28.107	       37	 34,84	 23,62	 -0,00	     43,09	    172,00	   47,208024	   -1,559982	           4,00	                   I	          
   14:21:48.729	       38	 35,39	 24,24	 -0,00	     43,95	    197,00	   47,208021	   -1,559992	           4,00	                   I	       402
   14:21:50.697	       39	 36,16	 24,29	 -0,00	     44,71	    212,00	   47,208016	   -1,559994	           4,00	                   I	          
   14:21:53.035	       40	 36,86	 23,85	 -0,00	     45,54	    217,00	   47,208008	   -1,559992	           4,00	                   I	          
   14:21:54.938	       41	 37,88	 23,01	  0,08	     46,87	    219,00	   47,207996	   -1,559988	           4,00	                   I	          
   14:21:56.756	       42	 38,99	 22,42	  0,08	     48,12	    214,00	   47,207982	   -1,559985	           4,03	                   I	          
   14:21:58.613	       43	 40,03	 21,96	  0,08	     49,26	    217,00	   47,207971	   -1,559979	           4,03	                   I	          
   14:22:00.593	       44	 41,09	 21,52	  0,08	     50,41	    216,00	   47,207957	   -1,559975	           4,28	                   I	          
   14:22:02.476	       45	 41,69	 21,13	  0,08	     51,13	    218,00	   47,207953	   -1,559975	           4,24	                   I	          
   14:22:14.784	       46	 42,26	 21,50	  0,08	     51,81	    228,00	   47,207955	   -1,559965	           4,00	                   I	       403
   14:22:53.151	       47	 41,61	 21,32	  0,08	     52,55	    221,00	   47,207980	   -1,559964	           4,00	                   I	          
